"('job_Name',)","('job_Wage',)","('job_AverWage',)","('company_Name',)","('company_Nature',)","('company_Scale',)","('company_Address',)","('company_Distance',)","('company_Duration',)","('company_Traffic',)","('job_PeopleNum',)","('job_Issue',)","('job_Article',)","('job_Link',)"
策划师-仁寿中铁仁禾广场（已引入永辉、KFC等品牌）,6000-7999/月,6999.5,四川新港地产顾问有限公司,民营公司,150-500人,成都市猛追湾街94号成都339（欢乐颂）B栋14楼,1559,1293,公共交通,1人 | 大专 | 2年工作经验,2016-12-26,"
						【岗位职责】
1、负责项目全程策划工作；
2、独立操作项目，需执笔写方案；
3、收集市场信息，提供策划报告；

【任职资格】
1、3年以上相关工作经验，有写字楼、酒店、商铺等成功策划案例。
2、能独立运作地产项目前期、中期及后期策划工作。
3、能独立完成项目资料的撰写。包括策略报告（市场调研、项目定位、土地分析报告等）及房地产项目营销策划方案等。
4、沟通能力、协调能力强，具有良好的团队合作精神和高度的责任感。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=76974458
高级策划师/策划经理-中铁建广场（包销-高提成）,8000-9999/月,8999.5,四川新港地产顾问有限公司,民营公司,150-500人,成都市猛追湾街94号成都339（欢乐颂）B栋14楼,1559,1293,公共交通,2人 | 学历不限 | 工作经验不限,2016-12-26,"
						【岗位职责】
1、负责项目全程策划工作；
2、独立操作项目，需执笔写方案；
3、收集市场信息，提供策划报告；
【任职资格】
1、3年以上相关工作经验，有写字楼、公寓、商铺等成功策划案例。
2、能独立运作地产项目前期、中期及后期策划工作。
3、能独立完成项目资料的撰写。包括策略报告（市场调研、项目定位、土地分析报告等）及房地产项目营销策划方案等。
4、沟通能力、协调能力强，具有良好的团队合作精神和高度的责任感。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84151403
策划师--（工作地点：广元）,6000-7999/月,6999.5,四川新港地产顾问有限公司,民营公司,150-500人,成都市猛追湾街94号成都339（欢乐颂）B栋14楼,1559,1293,公共交通,2人 | 学历不限 | 2年工作经验,2016-12-26,"
						【岗位职责】
1、负责项目全程策划工作；
2、独立操作项目，需执笔写方案；
3、收集市场信息，提供策划报告；
【任职资格】
1、3年以上相关工作经验，有写字楼、酒店、商铺等成功策划案例。
2、能独立运作地产项目前期、中期及后期策划工作。
3、能独立完成项目资料的撰写。包括策略报告（市场调研、项目定位、土地分析报告等）及房地产项目营销策划方案等。
4、沟通能力、协调能力强，具有良好的团队合作精神和高度的责任感。

能接受到广元上班，请谨慎投递！						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83574822
策划师（工作地：绵阳市中心）,6000-7999/月,6999.5,四川新港地产顾问有限公司,民营公司,150-500人,成都市猛追湾街94号成都339（欢乐颂）B栋14楼,1559,1293,公共交通,2人 | 学历不限 | 2年工作经验,2016-12-26,"
						【岗位职责】
1、负责项目全程策划工作；
2、独立操作项目，需执笔写方案；
3、收集市场信息，提供策划报告；
【任职资格】
1、3年以上相关工作经验，有写字楼、酒店、商铺等成功策划案例。
2、能独立运作地产项目前期、中期及后期策划工作。
3、能独立完成项目资料的撰写。包括策略报告（市场调研、项目定位、土地分析报告等）及房地产项目营销策划方案等。
4、沟通能力、协调能力强，具有良好的团队合作精神和高度的责任感。

能接受到绵阳地区上班，请谨慎投递。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83574721
大宗交易部-策划经理（偏前期）,10000-14999/月,12499.5,四川新港地产顾问有限公司,民营公司,150-500人,成都市猛追湾街94号成都339（欢乐颂）B栋14楼,1559,1293,公共交通,1人 | 本科 | 5-7年工作经验,2016-12-26,"
						【岗位要求】
1、年龄28-35岁，本科及以上学历，房地产相关专业尤佳；
2、5年及以上营销策划、前期策划工作经历，其中2年以上同岗位经验；在投递的简历中列明曾服务过的项目情况；
3、能独立完成土地、资产的评估、收益测算等前期工作；
4、熟悉国家与地方政策房产变化趋势及市场信息，熟悉地产运作流程，有较强的评估、策略、品牌规划、策划能力；
5、吃苦耐劳，能出差，能适应加班。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83265146
活动策划经理,8000-9999/月,8999.5,四川新港地产顾问有限公司,民营公司,150-500人,成都市猛追湾街94号成都339（欢乐颂）B栋14楼,1559,1293,公共交通,2人 | 大专 | 3-4年工作经验,2016-12-26,"
						岗位职责：
1、熟悉活动的创意、策划及执行工作流程，有大型活动的策划及组织实施工作经验；
2、能够独立完成活动方案的撰写，包括撰写完整的项目策略方案、活动策划方案、细化执行方案等，有成功案例；
3、对公关传播、活动推广有深刻的理解，具有充分实践经验；
4、具备扎实的策划功底和敏锐的策略思维，对市场有独到的见解和观点；
5、具备良好的语言表达能力和沟通协调能力，精通OFFICE各类软件应用，特别是ppt；
6、熟悉公关活动的创意、策划及执行工作流程，了解公关活动运作流程；
7、拥有丰富的公关策划经验。

任职要求：
1、市场营销、传媒、中文或相关专业本科及以上学",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=81372548
策划师-（招商策划方向）,8000-9999/月,8999.5,四川新港地产顾问有限公司,民营公司,150-500人,成都市猛追湾街94号成都339（欢乐颂）B栋14楼,1559,1293,公共交通,1人 | 大专 | 5-7年工作经验,2016-12-26,"
						【岗位要求】
1、年龄28-35岁，大专及以上学历，房地产相关专业尤佳；
2、5年及以上营销策划工作经历，其中2年以上同岗位经验（具有商业地产招商业态规划策划工作经验尤佳）；
在投递的简历中列明曾服务过的项目情况；有在成都知名代理公司或优秀案例者优先录用；
3、能独立完成招商业态规划、方案制定及提报工作；
4、具有较强的文字表达能力，能独立完成招商策略报告；
5、熟悉国家与地方政策房产变化趋势及市场信息，熟悉商业地产营销运作流程，有较强的营销策略、品牌规划、策划能力；
6、吃苦耐劳，能出差，能适应加班。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=78688926
卓锦城Mango中心-策划师（区域稀缺商业，去化快）,6000-7999/月,6999.5,四川新港地产顾问有限公司,民营公司,150-500人,成都市猛追湾街94号成都339（欢乐颂）B栋14楼,1559,1293,公共交通,1人 | 大专 | 工作经验不限,2016-12-26,"
						因公司项目工作开展所需，现招聘商业地产策划师，岗位信息如下：

【岗位职责】
1、负责项目营销策划工作；
2、独立操作项目，需执笔写方案；
3、收集市场信息，提供策划报告；

【任职资格】
1、3年以上相关工作经验，有写字楼、酒店、商铺等成功策划案例。
2、能独立运作地产项目前期、中期及后期策划工作。
3、能独立完成项目资料的撰写。包括策略报告（市场调研、项目定位、土地分析报告等）及房地产项目营销策划方案等。
4、沟通能力、协调能力强，具有良好的团队合作精神和高度的责任感。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=76200488
项目总监（策划、销售统管）,15000-19999/月,17499.5,四川新港地产顾问有限公司,民营公司,150-500人,成都市猛追湾街94号成都339（欢乐颂）B栋14楼,1559,1293,公共交通,若干人 | 大专 | 8-9年工作经验,2016-12-26,"
						任职资格：
1. 房地产管理或市场营销相关专业；专科以上学历。
2. 曾任广告公司、咨询公司、房地产开发/代理公司策划总监、营销总监、销售总监2年以上。
3. 精通商业地产市场态势和房地产开发全过程，对当今房地产市场、行业趋势、产品、营销推广、销售管理等各环节均有深刻敏锐的认识和独到见解。
4. 至少独立完成过一个10万平米以上商业地产项目的全程开发销售；有成功案例者优先考虑。
5. 具备创新型思维且灵感丰富，思路开阔，了解数字技术，为数字内容进行准确的市场定位、创意、策划、推广。
6. 良好的专业素养；极强的沟通、协调能力，能全面掌控项目营销动作并组织实施推进。",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=72569028
商业地产策划师,6000-7999/月,6999.5,四川新港地产顾问有限公司,民营公司,150-500人,成都市猛追湾街94号成都339（欢乐颂）B栋14楼,1559,1293,公共交通,5人 | 大专 | 2年工作经验,2016-12-26,"
						因公司项目工作开展所需，现招聘商业地产策划师，岗位信息如下： 

【岗位职责】
1、负责项目全程策划工作； 
2、独立操作项目，需执笔写方案； 
3、收集市场信息，提供策划报告； 

【任职资格】
1、3年以上相关工作经验，有写字楼、酒店、商铺等成功策划案例。 
2、能独立运作地产项目前期、中期及后期策划工作。 
3、能独立完成项目资料的撰写。包括策略报告（市场调研、项目定位、土地分析报告等）及房地产项目营销策划方案等。 
4、沟通能力、协调能力强，具有良好的团队合作精神和高度的责任感。 

【薪资福利】底薪+提成+社保+公积金+其它福利（8-12万/年）						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=35573153
策划总监,7000-10000/月,8500,大连泽瀚资产管理集团有限公司,国企,150-500人,高新区天府大道530号东方希望天祥广场5栋2101-2108号,15045,2858,公共交通,1人 | 本科 | 3-4年工作经验,2016-12-26,"
						岗位职责：
1.   根据集团经营发展策略，制订有效的企业形象品牌推广体系，并跟踪执行；
2.   负责组织对外的品牌形象宣传、会展等活动，协助运营副总裁进行公关外联；
3.   负责集团总部对外的宣传资料、杂志的整理和编写；
4.   为各事业部/子公司提供业务指导,策划阶段性市场推广促销方案并监督实施；
5.   监督各事业部/子公司各种宣传品的采购和制作，产品推广,撰写相关软文；
6.   收集推广活动反馈讯息，对活动效果进行追踪。
任职资格：
1.   教育水平：大学本科或以上；3年以上市场策划总监工作经验；
2.   专业：企业策划或相关管理专业；
3.   培训经历",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=80717519
策划经理,6000-7999/月,6999.5,深圳前海图腾互联网金融服务有限公司,民营公司,1000-5000人,成都市锦江区东大街芷泉段6号时代1号12楼、21楼,1435,212,的士,1人 | 本科 | 3-4年工作经验,2016-12-26,"
						一、岗位职责
1、负责公司品牌、营销策划等方案的创意与撰写；
2、负责公司相关活动的文字撰写与优化；
3、能够独立撰写各类稿件及大型活动公关项目文字传播内容撰写（新闻稿、综述稿、评论稿、专访稿...等）；
4、公司官网的文字策划、宣传文案撰写与执行；
5、策划、组织、实施线上推广活动，保证公司公众号订阅号的点击及阅读量；
6、新闻资料制作及各类型媒体监测、分析数据并反馈、总结等；
7、稿件思路清晰，能够实时完成交付稿件及写作。

二、任职要求
1、本科及以上学历，广告、新闻、金融科系相关专业，有新闻媒体或互金行业工作经验优先考虑；
2、相关工作经验两年以上，具独立提案能力及很强",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=79959790
品牌策划,3000-10000/月,6500,优华贝爱（中国）科技有限公司,外资（非欧美）,150-500人,武侯区龙腾东路36号中海大厦,10298,3171,公共交通,若干人 | 大专 | 2年工作经验 | 普通话 熟练 | 英语 良好,2016-12-26,"
						岗位职责：

1.协助对应领导收集有关行业的信息。
2.协助对应领导制订营销策划方案进行营销活动的策划、组织以及实施。
3.负责产品在线上线下的各类品牌推广活动，达到提高产品的知名度；
4.负责针对不同市场进行相关方案策划、撰写；
5.协助运营团队进行品牌策划等；

任职要求：

1.2年以上非地产类的品牌策划经验；
2.对新媒体、广告有深厚的理解，具备丰富的市场营销和公关活动策略经验；
3.具有敏感的商业和市场意识，分析问题及解决问题能力强；
4.具备优秀的文字创作能力；						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83292952
数值策划（手游）,6000-10000/月,8000,厦门极致互动网络技术股份有限公司成都分公司,民营公司,150-500人,成都市高新区益州大道北段777号AIP·中航国际交流中心A栋16F,13014,2863,公共交通,2人 | 本科 | 1年工作经验,2016-12-26,"
						岗位职责：
1、根据游戏目标及方向，参与数值框架的搭建与完善；
2、根据各系统特性，实现合理科学的数值设定并适时优化；
3、负责数值平衡推演，代入游戏效果的跟进及后续数据分析；
4、根据设计要求主动与程序、美术部门协作，确保设计策划文档能够按时并正确实施；
5、参与部分游戏系统的设计。
任职要求：
1、数学、统计学、计算机等相关专业，本科及本科以上学历，对高等数学、统计学、概率等有较深的理解；
2、熟悉市面上主流游戏对各个系统设计的不同做法，对游戏平衡性、数值方面有深入研究和偏好；
3、擅长逻辑演算，具有较强的评估能力；具备量化和体系化游戏数据，并能进行配平调谐的能力；
4、熟",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83830191
策划经理,6000-7999/月,6999.5,成都上策房地产营销策划有限公司,民营公司,150-500人,成都市金牛区兴平路100号住业大厦10层,13769,2489,公共交通,2人 | 大专 | 工作经验不限,2016-12-26,"
						岗位职责：
1、 负责项目的营销策划工作，制定并编写项目前、中、后期各节点策划报告及方案，包括市场定位、市场调查、市场推广、设计建议及物业发展建议等；
2、 负责项目品牌宣传及活动策划工作，完成项目的销售包装，组织并参与各类营销活动，做好各项活动的总结；
3、 跟踪市场动态及项目销售情况，对各个时期的销售状况进行分析，及时提出营销策略的调整建议；
4、 参与销售案场的管理，对销售人员提供相应的培训，制定并执行销售人员激励方案；
5、 跟进项目代理佣金的回笼；
6、 做好与发展商以及相关合作单位的日常沟通工作，深入了解甲方意图，并传达公司理念，积极参与营销策划的探讨。",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=81810097
产品策划/文案/推广,6000-7999/月,6999.5,成都私享投资管理有限公司,民营公司,150-500人,成都市高新区天府大道中段1388号美年广场A栋10楼1043,17204,3229,公共交通,5人 | 学历不限 | 工作经验不限,2016-12-26,"
						【工作职责】
1.	负责泸州酒及私藏酒的品牌建设，包括文化建设、产品包装、品牌定位、市场策略的制定；
2.	协助参与计划和执行以上产品的年度整合市场推广，包括媒体、公关、广告、地推等市场活动的执行；
3.	负责根据客户需求进行中高端订制产品的定向开发及落地工作；
4.	负责组织相关人员进行产品设计推广方案或文案的撰写；
5.	负责定期向销售及客服团队进行培训分享及方案优化；
6.	协助产品研发中心开展组织协调、项目执行、日程管理以及上级交办的其他任务。

【岗位要求】
1.	三年及以上品牌推广工作经验；为一线品牌服务三年以上，能完成全案策划或设计者优先；
2.",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=74791009
策划（执行方向）,4000-8000/月,6000,四川华邑东方投资有限公司,民营公司,150-500人,成都市高新区天府大道天府三街口新希望国际C座1305,15791,2836,公共交通,1人 | 大专 | 3-4年工作经验,2016-12-26,"
						岗位职责：
1.     负责论坛和博览会项目的执行策划和实施；
2.     负责会展项目执行方案的编写、预算决算编写；
3.     负责场地选择、价格谈判、使用沟通、布展监控；
4.     负责服务供应商的选择、价格谈判与进程监督；
5.     负责项目现场各环节的协调协作；
6.     负责现场危机处理；
7.     协作其他岗位完成有关策划和执行；
8.     负责对项目执行情况的评估。

任职要求：
 1、25-35岁，大专以上学历；
2、2年以上会展项目策划和执行工作经验；
3、执行能力强，会展现场管控经验丰富；
4、有会展服务合作资源；
5、文字和口头",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84335572
策划（宣传方向）,4000-8000/月,6000,四川华邑东方投资有限公司,民营公司,150-500人,成都市高新区天府大道天府三街口新希望国际C座1305,15791,2836,公共交通,2人 | 本科 | 3-4年工作经验,2016-12-26,"
						岗位职责：
1、 负责论坛和博览会项目的宣传策划、组织和执行；
2、 负责宣传文案的编写、制作物文字内容的编写和审核；
3、 负责宣传费用的预算和决算审核；
4、 负责与媒体的沟通、合作洽谈以及现场媒体接待与工作安排；
5、 负责宣传内容的收集、整理和传递；
6、 协作其他岗位完成有关策划和执行；
7、 负责对项目宣传效果的评估。

任职要求：
1、25-35岁，中医学、中文学、新闻学、传媒学、传播学等专业本科以上学历；
2、2年以上文案策划经验和会展项目参与经历；
3、优秀的文字表达能力，熟练撰写新闻稿、专题稿等文案；
4、有合作媒体资源，包括主流媒体和网络媒体；
5、有网络",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84335479
CH5505策划总监/经理（1W+，优质项目，品牌开发商）,10000-14999/月,12499.5,成都正合地产顾问股份有限公司,民营公司,1000-5000人,成都市东城根上街95号成证大厦2楼,4093,1702,公共交通,2人 | 学历不限 | 工作经验不限,2016-12-26,"
						品牌开发商——万科、保利、绿地等一线开发商！
平台与实力——西南顶尖、成功挂牌新三板
没有天花板——晋级11层通道可打拼！
持续培训期——228门内训课程可享受！

1）负责3-5个房地产项目营销策划管理工作，指导项目策略、执行等；
2）负责团队成员的专业提升、团队建设工作
3）主导项目拓展，撰写投标报告

1）大学专科或以上学历，专业不限；三年以上同岗位工作经验；
2）独立、全程操作3个以上房地产项目，有项目前期工作经验者优先；较强的市场敏锐度，熟悉房地产营销运作、熟悉策划报告定作及策划工作流程。
3）较强的逻辑分析能力，书面及语言文字表达能力，沟通和协调能",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=79818115
CH9906策划师（6000-8000，优质项目，品牌开发商）,6000-7999/月,6999.5,成都正合地产顾问股份有限公司,民营公司,1000-5000人,成都市东城根上街95号成证大厦2楼,4093,1702,公共交通,3人 | 学历不限 | 3-4年工作经验,2016-12-26,"
						品牌开发商——万科、保利、绿地等一线开发商！
平台与实力——西南顶尖团队、成功挂牌新三板
没有天花板——晋级11层通道可打拼！
持续培训期——228门内训课程可享受！

岗位职责：
1） 项目主策，主导房地产项目的营销策划策略、广告、渠道、活动等工作
2）指导、带教辅策的工作，帮助团队专业成长
3）独立对接开发商，维护与开发商的关系

任职要求：
1）两年以上工作经验，较强的市场敏锐度，熟悉房地产营销运作、熟悉策划报告定作及策划工作流程，独立、全程操作1个以上房地产项目，有项目前期工作经验者优先；
2）较强的逻辑分析能力，书面及语言文字表达能力，沟通和协调能",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=78752703
CH9904策划师（主策，优质项目，成长性高）,6000-7999/月,6999.5,成都正合地产顾问股份有限公司,民营公司,1000-5000人,成都市东城根上街95号成证大厦2楼,4093,1702,公共交通,2人 | 学历不限 | 2年工作经验,2016-12-26,"
						品牌开发商——万科、保利、绿地等一线开发商！
平台与实力——西南顶尖营销团队、成功挂牌新三板
没有天花板——晋级11层通道可打拼！
持续培训期——228门内训课程可享受！

岗位职责：
1） 项目主策，主导房地产项目的营销策划策略、广告、渠道、活动等工作
2）指导、带教辅策的工作，帮助团队专业成长
3）独立对接开发商，维护与开发商的关系

任职要求：
1）两年以上工作经验，较强的市场敏锐度，熟悉房地产营销运作、熟悉策划报告定作及策划工作流程，独立、全程操作1个以上房地产项目，有项目前期工作经验者优先；
2）较强的逻辑分析能力，书面及语言文字表达能力，沟通和协",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=75887383
CH5503策划经理（8000以上，优质项目，品牌开发商）,8000-9999/月,8999.5,成都正合地产顾问股份有限公司,民营公司,1000-5000人,成都市东城根上街95号成证大厦2楼,4093,1702,公共交通,3人 | 学历不限 | 5-7年工作经验,2016-12-26,"
						品牌开发商——万科、保利、绿地等一线开发商！
平台与实力——西南顶尖团队、成功挂牌新三板
没有天花板——晋级11层通道可打拼！
持续培训期——228门内训课程可享受！

岗位职责：
1）负责2-3个房地产项目营销策划管理工作，指导项目策略、执行等；
2）负责团队成员的专业提升、团队建设工作
3）主导项目拓展，撰写投标报告

我们需要你拥有：
1）大学专科或以上学历，专业不限；三年以上同岗位工作经验；
2）独立、全程操作3个以上房地产项目，有项目前期工作经验者优先；较强的市场敏锐度，熟悉房地产营销运作、熟悉策划报告定作及策划工作流程。
3）较强的逻辑分析能力",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=74733382
CH5502策划师（6000-8000，优质项目，品牌开发商）,6000-7999/月,6999.5,成都正合地产顾问股份有限公司,民营公司,1000-5000人,成都市东城根上街95号成证大厦2楼,4093,1702,公共交通,若干人 | 学历不限 | 2年工作经验,2016-12-26,"
						品牌开发商——万科、保利、绿地等一线开发商！
平台与实力——西南顶尖团队、成功挂牌新三板
没有天花板——晋级11层通道可打拼！
持续培训期——228门内训课程可享受！

岗位职责：
1）项目主策，主导房地产项目的营销策划策略、广告、渠道、活动等工作
2）指导、带教辅策的工作，帮助团队专业成长
3）独立对接开发商，维护与开发商的关系

我们需要你拥有：
1）两年以上工作经验，较强的市场敏锐度，熟悉房地产营销运作、熟悉策划报告定作及策划工作流程，独立、全程操作1个以上房地产项目，有项目前期工作经验者优先；
2）较强的逻辑分析能力，书面及语言文字表达能力，沟通和协",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=74733359
策划经理,6000-7999/月,6999.5,四川中原物业顾问有限公司,外资（非欧美）,1000-5000人,成都武侯区火车南站西路27号英联国际商务中心15层,8699,3057,公共交通,5人 | 大专 | 3-4年工作经验,2016-12-26,"
						岗位职责： 1、进行市场调研及项目可行性分析； 2、提出项目规划设计建议及营销推广方案； 3、后期营销方案的执行及调整； 4、组织策划工作组，制定工作计划，分配工作任务； 5、对策划人员进行日常工作的指导；6、配合合作单位完成项目的营销执行工作，以及各类营销活动及媒介活动的策划与执行工作。任职要求： 1、26岁以上，大专及以上学历，经济学、广告、房地产管理、市场营销、语言文学等相关专业优先； 2、 3年以上房地产项目策划工作经验优先，具有专业的房地产策划能力及良好的沟通能力； 3、熟悉各种房地产产品的特性；能够进行产品定位、市场定位的分析研究工作； 4、代理行业工作背景优先，具",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=49498058
策划经理/主任,8000-9999/月,8999.5,四川中原物业顾问有限公司,外资（非欧美）,1000-5000人,成都武侯区火车南站西路27号英联国际商务中心15层,8699,3057,公共交通,1人 | 本科 | 3-4年工作经验 | 英语 良好,2016-12-26,"
工作地点：乐山 【策划经理/主任】 【岗位职责】 1、制定项目全程策划包括项目前期定位、产品定位、市场营销方案及推广； 2、负责督导策划专员完成策划方案的落实和执行细则； 3、负责监控政策及整体市场分析、走势预测及成交状况分析； 4、结合整体市场分析完成项目宏观环境及微观环境的分析； 5、后期结合销售状况完成广告效果的反馈整理与策略调整； 6、与开发商及各合作公司保持良好的合作关系以推进各项工作的顺利进展； 7、配合公司完成重点新项目的接案，制作提案文件工作。 【任职要求】 1、大专以上学历，房地产专业优先； 2、3年以上房地产行业工作经验； 3、优秀的策划能力、资源整合与管理能力； 4、优",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=39876427
策划主管,6000-7999/月,6999.5,成都正好医学美容门诊部有限公司,民营公司,,大安东路47号正好医美,2766,1494,公共交通,若干人 | 学历不限 | 工作经验不限,2016-12-26,"
						岗位职责：
1、策划医院的相关专题以及网站；
2、撰写医院对外和内部宣传资料文案；
3、网站杂志报纸文章的新闻性软文、广告语设计等。
任职资格：
1、 专科以上学历，文学、新闻、医学或相关专业毕业，具备基本的网络知识；
2、 有良好的文字表达能力，较强的活动策划能力，扎实的中文写作功底；
3、 具备较强的收集行业信息和分析能力；
4、 能独立完成广告文案及软文的撰写，能够制作营销性专题；
5、 文笔思路清晰，结构严谨并富有创意，踏实肯干，能承受较强的工作压力；
6、 协同公司领导完成网络营销方向规划；
7、 广告、新闻、传媒相关专业优先。
职能类别：市场",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83846467
系统策划,4000-9000/月,6500,成都天象互动科技有限公司,民营公司,150-500人,高新区天府软件园E区E5-1十四楼,15352,3104,公共交通,1人 | 大专 | 1年工作经验,2016-12-26,"
						工作职责：
1. 负责游戏系统的设计和游戏世界观的策划工作；
2. 设计完成策划方案的各个环节，制定游戏的各种规则；
3. 执行游戏产品的前期制作及后期跟踪，数值等工作；
4. 辅助进行市场调研、需求分析，有能力根据用户使用返回数据制作分析报告。

任职要求：
1. 大专及以上学历，一年以上游戏策划工作经验，有系统、数值实践经验的策划者优先；
2. 酷爱游戏，对多款网络游戏的本质有深入的了解，见解独到；
3. 熟悉游戏制作的流程及各个环节；
4. 有良好的逻辑思维能力，有优秀的创造力和想像力；
5. 对欧美文化和相关题材游戏、电影有充分的了解；
6. 有完整项目经验者优先。		",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=63834385
高级市场策划,5000-8000/月,6500,成都天象互动科技有限公司,民营公司,150-500人,高新区天府软件园E区E5-1十四楼,15352,3104,公共交通,1人 | 本科 | 3-4年工作经验,2016-12-26,"
						工作职责：
1、根据游戏产品市场总体规划，分解营销计划，制定相关活动并跟踪市场推进效果；
2、根据产品宣传周期和特殊节点，制定线上线下活动，监督实施，并对营销活动进行跟踪、指导和监督，分析成效；
3、收集、分析和总结行业市场的竞争情报，提出应对策略及措施。

岗位要求：
1、本科及以上学历，3年以上网络游戏市场活动推广工作经验，有完整的游戏产品市场策划工作经验；
2、熟悉各类型手机游戏品牌推广方式，能熟练掌握各种营销、推广手段，能够策划、组织各类市场、营销、线上、线下活动；
3、具有良好的项目创意策划能力及文字功底，执行力和控制力强，应变能力强，善于把控重点内容，",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82790206
前期策划经理/主管（市场研究方向）,6000-10000/月,8000,四川中原物业顾问有限公司,民营公司,1000-5000人,成都市武侯区火车南站西路27号英联国际商务中心15层,8699,3057,公共交通,2人 | 学历不限 | 3-4年工作经验,2016-12-26,"
						【工作职责】
1、负责项目前期市场调研、规划设计建议、可行性分析、产品研究、项目定位策划方案等工作，为前期设计管理工作提供依据和建议；
2、组织项目定位思路的讨论，拟定策划报告的框架，主持撰写营销策划报告；
3、负责与开发商的提案；
4、跟进项目全套设计方案的实施，对方案的过程稿提出调整建议案；
5、负责行业动态、竞争对手信息、竞争对手价格/策略/市场占有率等市场信息的调研、收集，并提出合理化建议。
任职资格：
1、专科或以上学历，市场营销、管理学、经济等相关专业；
2、3年以上地产前期策划相关工作经验；
3、具有房地产市场分析及判断能力，具有敏锐的市场洞察力",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=78966339
策划师/策划主任,6000-10000/月,8000,四川中原物业顾问有限公司,民营公司,1000-5000人,成都市武侯区火车南站西路27号英联国际商务中心15层,8699,3057,公共交通,5人 | 大专 | 2年工作经验,2016-12-26,"
						【岗位职责】
1、制定项目全程策划包括项目前期定位、产品定位、市场营销方案及推广；
2、负责督导策划专员完成策划方案的落实和执行细则；
3、负责监控政策及整体市场分析、走势预测及成交状况分析；
4、结合整体市场分析完成项目宏观环境及微观环境的分析；
5、后期结合销售状况完成广告效果的反馈整理与策略调整；
6、与开发商及各合作公司保持良好的合作关系以推进各项工作的顺利进展；
7、配合公司完成重点新项目的接案，制作提案文件工作。
【任职要求】
1、大专以上学历，2年以上房地产行业工作经验；
2、优秀的策划能力、资源整合与管理能力；
3、优秀的口头及书面表达能力，优秀的组织协调能力，",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=78163134
策划经理,6500-12000/月,9250,四川中原物业顾问有限公司,民营公司,1000-5000人,成都市武侯区火车南站西路27号英联国际商务中心15层,8699,3057,公共交通,3人 | 大专 | 3-4年工作经验,2016-12-26,"
						【工作职责】
1、负责根据市场实际情况为项目做出符合市场需求的市场定位及项目产品定位、包装及策划方案；
2、负责制定策划方案的贯彻执行并与合作开发商保持紧密的沟通和联系；
3、负责拟定项目的策划工作计划并实施，跟进项目销售情况，针对不同的项目情况作出适当的调整；
4、负责将客户反应、销售总结、市场信心、销售部意见与领导沟通，制定有效的策划方案。

【任职要求】
1、专科或以上学历，市场营销、管理学、经济等相关专业；
2、三年以上房地产市场项目操作及管理经验，熟悉房地产开发、代理流程及房地产政策法规，具备全面的项目管理能力；
3、在专业上具备大局观与前瞻性，在管理上能合理统筹并调",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=76418260
