"('job_Name',)","('job_Wage',)","('job_AverWage',)","('company_Name',)","('company_Nature',)","('company_Scale',)","('company_Address',)","('company_Distance',)","('company_Duration',)","('company_Traffic',)","('job_PeopleNum',)","('job_Issue',)","('job_Article',)","('job_Link',)","('job_Id',)","('company_Id',)"
营销策划经理,6-9千/月,7500,四川泰丰集团有限公司,民营公司,150-500人,四川省成都市人民中路二段29号泰丰国际广场21楼,4579,1656,公共交通,1人 | 本科 | 3-4年工作经验,2017-03-22,"
						岗位职责：
1、组织参与公司各项目的策划及管理；
2、负责每月部门费用的预算、结算和报批工作；
3、撰写全程策划报告、定位报告、规划建议、执行报告；全面负责项目营销策划工作，进行项目的相关营销、定位策划，市场策划方案、广告方案的撰写与编制，项目销售方案的制定与实施，项目可行性研究，完成项目投资预算、产品策划定位报告；
4、负责制定项目营销策划方案和销售计划，负责营销活动的策划、组织以及实施；
5、负责公司品牌形象策划以及品牌管理；
6、负责向政府申报项目各类补贴计划的相关手续；
7、负责对销售及策划进度进行动态掌控；
8、组织对目标市场进行调查分析，准确把握消费者的消费需求和消",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82447114,82447114,4027017
运营经理,0.5-1万/月,7500,成都诚悦时代物业服务有限公司,民营公司,1000-5000人,成都市总府路2号时代广场10楼1007室,1185,783,公共交通,若干人 | 大专 | 3-4年工作经验,2017-03-22,"
						1.对区域内所辖门店的营业额、成本、利润、顾客满意度、员工发展等综合运营指标负责，达成月度、季度、年度各项预估指标；对各项成本进行有效的控制；
    2.对区域内餐厅的运营管理工作负责，协助并指导区域内门店在人员、物料、设备、清洁、安全操作、突发事件等方面所涉及的工作；
    3.传达公司的政策和制度；
    4.对公司所制定的各项规章制度和产品和服务操作规范等的执行情况进行追踪检查，及时反馈相关建议；
    5.定期进行巡店检查，发现问题及时回馈店长，并制定改善计划；同时监督其执行情况；
    6.对区域内店长及各级管理人员进行思想沟通及工作辅导，提高店内",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87207357,87207357,2370898
校园市场品牌部-摄像剪辑（Photographer＆Editor）（成都）,,',前程无忧,上市公司,,,3322,1748,公共交通,若干人 | 学历不限 | 工作经验不限,2017-03-22,"
摄像剪辑（Photographer&Editor）：掌握视频拍摄基础知识，能够完成活动视频拍摄，有设备者优先。能够熟练运用软件工具，为视频做后期剪辑。熟练掌握PS等修图软件，设计制作海报、展板等。 ",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87227132,87227132,4283267
策划专员,4-6千/月,5000,四川西婵整形美容医院有限公司,民营公司,150-500人,成都创业路28号,5121,2007,公共交通,2人 | 本科 | 1年工作经验 | 普通话 熟练 | 英语 良好,2017-03-22,"
						岗位职责：
1、组织公司相关产品的市场分析与调研工作。
2、根据公司相关产品及其市场调研结果，制定相应的产品市场策划方案，并组织实施。
3、能够独立组织实施市场规划、市场销售策略、产品拓展等工作。
4、跟踪和监督策划方案实施进程，及时发现并解决问题；并能提前制定费用预算、控制成本。
5、协调、维护各类推广渠道及相关部门的关系。
6、撰写方案实施报告，对方案的执行情况进行评估和总结。
7、完成领导临时交办的其他工作。
任职要求：
1、男女不限，本科及以上学历，
2、1年以上策划经营类工作经验，
3、优先考虑消费品类工作经验者，熟练的文案写作能力
4、简历请",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85966571,85966571,2352390
房地产前期策划,5-8千/月,6500,保利地产投资顾问有限公司成都分公司,国企,150-500人,成都市武侯区人民南路四段领事馆路7号保利中心北塔27F,7241,2047,公共交通,1人 | 本科 | 3-4年工作经验,2017-03-22,"
						一、岗位职责：
1. 参与制定并执行项目前期定位的营销方案，包括但不限于项目定位、定价、促销及推广方案等；
2. 进行市场分析、地块分析、项目分析、竞品分析与监控等；
3. 协调内外部合作关系、利用内外部资源，促成营销业绩达成；
4. 参与销售现场管理工作，包括人员招聘、培训、销售考核、团队建设等；
5. 上级安排的会议组织和报告撰写等工作。

二、岗位要求：
1. 本科以上学历；
2.3年以上房地产前期营销策划工作经验或广告、传媒、活动执行等相关行业从业经验；
3. 掌握市场分析、项目分析、广告推广、媒体沟通和文案撰写技能；了解房地产相关法律法规、房地产项目规划知识和土建基本",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=43069234,43069234,2144770
品牌主管,4.5-6千/月,5250,四川省中亿孕婴用品贸易有限责任公司,民营公司,500-1000人,成都市武侯区锦绣路1号保利中心大厦东区B栋2层,5368,1927,公共交通,15人 | 大专 | 3-4年工作经验,2017-03-22,"
						岗位职责： 1、负责食品类鞋服类产品市场调研和品牌分析； 2、负责年度食品类/鞋服类产品目标制定及分解； 3、负责食品类/鞋服类产品销售计划及跟进订货会产品开单进度； 4、负责食品类/鞋服类产品渠道开发和客服维护； 5、组建食品类/鞋服类品牌队伍，培训商品专员； 6、评估食品类/鞋服类产品销售业绩，建立品牌营运团队； 任职资格： 1、大专及以上学历，市场营销服装品牌工作经验； 2、3年以上销售童装行业工作经验，有品牌管理工作经历者； 3、具有丰富的客户关系维护经验，业绩优秀； 4、具有较强的市场分析、营销、推广能力和良好的人际沟通、协调能力、分析和解决问题的能力； 5、较强的事",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=62158095,62158095,2325036
运营师-客户执行,4.5-6千/月,5250,瑞庭网络技术（上海）有限公司成都分公司-安居客,外资（非欧美）,1000-5000人,成都市锦江区新光华街7号航天科技大厦1701-03室,3804,1569,公共交通,2人 | 本科 | 2年工作经验,2017-03-22,"
						岗位职责：
1. 独立完成项目策划、上线、质量把控、数据监控。
2. 具备良好的沟通协调能力，协调供应商、开发商、销售及运营三房资源。
3. 陪同销售拜访，掌握房产行业最新动态，搜集客户需求。
4. 逻辑思维强，具备基本数据分析能力，能独立完成项目服务报告。
5. 跨部门合作：协同销售，业务支持等相关团队执行落地，不断创新运营模式。
6. 以不断提升网站的权威和影响力为已任，誓打造行业第一找房体验。

任职要求：
1. 有信念，相信自己和企业一起成就伟大的事情，并能把自己的思想和信念贯彻在行动中。
2. 良好的产品规划能力及意识，并且有较强的执行力。
3. ",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85850109,85850109,2258209
商业地产策划师,6-8千/月,7000,四川新港联行置业股份有限公司,民营公司,150-500人,成都市猛追湾街166号成都339（欢乐颂）B栋14楼,1390,1158,公共交通,5人 | 大专 | 2年工作经验,2017-03-22,"
						因公司项目工作开展所需，现招聘商业地产策划师，岗位信息如下： 

【岗位职责】
1、负责项目全程策划工作； 
2、独立操作项目，需执笔写方案； 
3、收集市场信息，提供策划报告； 

【任职资格】
1、3年以上相关工作经验，有写字楼、酒店、商铺等成功策划案例。 
2、能独立运作地产项目前期、中期及后期策划工作。 
3、能独立完成项目资料的撰写。包括策略报告（市场调研、项目定位、土地分析报告等）及房地产项目营销策划方案等。 
4、沟通能力、协调能力强，具有良好的团队合作精神和高度的责任感。 

【薪资福利】底薪+提成+社保+公积金+其它福利（8-12万/年）						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=35573153,35573153,2001011
新媒体运营专员,4-6千/月,5000,成都美尔贝网络科技有限公司,民营公司,150-500人,人民北路一段金牛万达甲级写字楼B座29楼,6985,2025,公共交通,1人 | 大专 | 2年工作经验,2017-03-22,"
						岗位职责：
1、负责企业微博账号运营，日常内容编辑、发布、维护、管理、互动，提高影响力和关注度；
2、能独立完成微博公众账号的编辑、选题、美工、校对等工作；
3、负责微博运营策略、活动、话题的制定及执行；
4、开展微博互动活动，带动粉丝数量增长，维护推广公司品牌；
5、跟踪微博推广效果，分析数据并及时反馈，提升公司影响力与活跃度；
6、推进微博潜在客户的开发和维护。
任职要求：
1、具有微博运营工作经验、能创造整形、时尚、八卦等热点话题；
2、具有良好的审美修养和文案功底；
4、有较强的洞察力和创新能力，具有一定的新闻敏感性，善于把握***的发博时机；
5",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85997819,85997819,3662054
品牌专员/主管,4.5-6千/月,5250,四川新东原物业服务有限公司,民营公司,150-500人,成都市成华区双庆路10号华润大厦907室,3871,1659,公共交通,若干人 | 大专 | 工作经验不限,2017-03-22,"
						岗位职责：

1、负责协助制订与执行品牌计划
2、负责管理公司对外媒体平台信息编辑与发布
3、负责品牌活动的策划、推进与评估
4、负责公司自媒体平台的运营、维护
5、负责公司宣传物料的文案编辑
6、负责媒体公关

任职要求：

1、新闻敏锐度
2、文案素材的搜集、编辑能力
3、活动的策划、组织能力
4、公关能力						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83177390,83177390,3044972
营销策划,4-6千/月,5000,四川三友集团股份有限公司,民营公司,1000-5000人,蜀汉路1号（西区医院9楼）；抚琴西路128号,8441,1904,公共交通,1人 | 大专 | 3-4年工作经验,2017-03-22,"
						一、岗位职责：
1、收集营销信息，掌握市场动态，深入调查研究，为公司决策提供依据；
2、负责公司营销发展战略的制定和执行，组织市场调查和市场预测，提供有关资料或提出初步方案；
3、负责制定子公司长期、中期、近期的营销计划并组织实施；
4、根据经济形势市场发展方向，为公司发展提出合理化建议、进行可行性研究，供公司领导决策参考；
5、负责策划公司大型的经济活动，包括场地布置和物料制作及协助工作，并组织实施；
6、负责衔接企业相关设计工作；
7、负责企业发展历程中的图片、视频记录工作；
8、负责公司网站相关内容的建设和维护。
二、任职要求：
1、28-36岁，有医",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=79232430,79232430,964823
