"('job_Name',)","('job_Wage',)","('job_AverWage',)","('company_Name',)","('company_Nature',)","('company_Scale',)","('company_Address',)","('company_Distance',)","('company_Duration',)","('company_Traffic',)","('job_PeopleNum',)","('job_Issue',)","('job_Article',)","('job_Link',)","('job_Id',)","('company_Id',)"
宣传策划主管,5-8千/月,6500,成都优易数据有限公司,国企,150-500人,成都市郫都区菁蓉镇静园东路138号（附近）优易数据大厦3F,5212,2080,公共交通,1人 | 本科 | 2年工作经验,2017-04-14,"
						岗位职责：
1、宣传推广：（1）同业、竞争对手等相关市场研究，制定宣传品牌战略，明确定位及目标；（2）品牌 风险控制及危机公关；
2、企业文化：（1）企业主题文化的建设、实施及形象监控；（2）企宣用品策划制作，如企业宣传册、 内刊、门头、办公室氛围等；（3）公司网站、微信、微博策划运营；
3、活动策划：（1）推广展示策划，组织实施，预算报销及效果评估报告；（2）活动策划设计，组织实 施，预算报销及效果评估报告；
4、媒体对接：负责活动的媒体宣传，联系相关媒体团队，做好活动前期的宣传；维护好公司与媒体界的 关系，为公司创造良好社会舆论。
5、上级交办的其他工作。
任职资格：
1、",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85787273,85787273,4251557
项目运营管理,0.8-1万/月,9000,成都音像出版社有限公司,国企,150-500人,青羊区顺城大街341号,3576,1707,公共交通,2人 | 大专 | 5-7年工作经验,2017-04-13,"
						1.本科及以上学历，工商管理、企业管理、法律等专业；
2.有较强的组织协调与沟通能力，责任心强，具有较强的主观能动性；
3.有相应的项目管理经验和业绩的优先；
4.对互联网媒体、广告等业务熟悉者优先。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=86117857,86117857,3296552
互联网营销策划人,0.5-1万/月,7500,四川中诚财富股权投资基金管理有限公司,民营公司,150-500人,成都市锦江区芷泉街时代8号2305室,1126,136,的士,1人 | 大专 | 3-4年工作经验,2017-04-14,"
						岗位职责：
1、了解互联网的特质，熟悉产品的运作和推广的各种方式，拥有成功的推广经验和良好的互联网资源。
2、敏锐的市场触觉及较强的观察力、判断力和应变能力，具有较强的网络营销的创意策划和整合能力，能通过各种网络推广方式实现网络营销战略；
3、独立策划线上、线下多渠道营销传播活动，负责创意、文案写作、落地、复盘等多个环节的执行，并对整个营销活动的结果负责
4、开展即时的借势营销，利用当下热点策划营销事件，提升粉丝和用户的参与感，有效拉取产品新用户
5、即时关注社交媒体最新趋势，分析行业特点、竞争情况和市场营销数据，提出针对性互动营销策略推广品牌；
6、能够跨品牌、跨",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85516753,85516753,3944296
高级文案策划,0.5-1.5万/月,10000,四川传承生物医药科技有限公司,民营公司,150-500人,成都市青羊区东华正街33号华顺大厦6楼,2323,1222,公共交通,2人 | 学历不限 | 5-7年工作经验,2017-04-14,"
						岗位职责：
1.负责公司整体文案与营销活动策划，相关网络及市场营销渠道的 文案营销策划等工作
2.负责策划设计产品文案。产品包装及说明书的撰写，分析各类型产品。
3.根据销售状况确定产品促销方案。促销产品和促销资源的分配页面的改版，设计活动文案。
4.负责公司产品与品牌的注释文案策划，品牌风格，定位，品牌故事，独特优势特色及差异性?
5.负责公司新开发项目的全盘策划；
任职职格：
1.文字撰写能力极强；
2.有养生保健品行业文案策划一年以上工作经验以上者优先；
3.具有市场开拓或产品销售工作经验5年以上。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=86657019,86657019,2534958
项目运营主管（成都）,5.5-8千/月,6750,天津狮桥国际物流有限公司,外资（欧美）,500-1000人,参与面试请查询招聘信息相关内容,,,,5人 | 大专 | 2年工作经验,2017-04-14,"
						一、岗位要求：
1.公办大专及以上学历，具备2-3年物流从业经验；
2.熟练运用OFFICE办公软件；
3.沟通、协调能力强，抗压能力强；
4.积极热情、责任心强、性格开朗、讲求效率、乐于接受挑战；
二、工作职责：
1.与客户对接，完成车辆上线、下线、对账等工作；
2.负责审验项目内驾驶员证照、车辆相关证件；
3.解决处理车辆运营中出现的各种异常情况；
三、福利待遇：
1.工资：5500-8000元，月休4-6天；
2.全国范围内自主选择五险一金购买地，带薪休假（法定假日、年假、婚假、产假、陪产假等）；
3.在职提升：公司为员工提供各种培训机会，狮桥学院",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83410498,83410498,3361161
助理分析员（前期策划方向）,4-8千/月,6000,第一太平戴维斯物业顾问（成都）有限公司,外资（非欧美）,500-1000人,成都市人民南路二段1号仁恒置地广场2106室,4234,1528,公共交通,若干人 | 学历不限 | 2年工作经验,2017-04-13,"
						1、 Accuracte collect market and land information independently                                                   
2、 Able to assist senior in research/briefing/APIQ/ writing                                                                           
3、 Drafting quality market section/case stu",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=71994961,71994961,2047997
资深活动策划师,5-8千/月,6500,锦江区巴比伦儿童天堂摄影工作室,民营公司,1000-5000人,锦江区总府路12号茂业百货九楼,1441,994,公共交通,2人 | 大专 | 工作经验不限,2017-04-14,"
						1、负责营销活动方案的策划、拟定与组织实施；
2、根据市场信息及行业动态，进行活动策划与执行；
3、执行定期行销活动资讯的更新与维护；
4、评估活动效果并编制活动报告。

任职资格：
1、大专及以上学历，市场营销、工商管理等专业；
2、活动策划经验3年以上；
3、吃苦，接受加班。

工作时间：9：00-18:00
休息时间：每周二
工作地点：锦江区总府路12号茂业百货9F。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=86095804,86095804,4117174
策划师,8-12万/年,8333.33,成都市正成投资开发有限公司,民营公司,150-500人,成都市青羊区北大街19号正成财富领地3号楼15层,4508,1507,公共交通,1人 | 本科 | 3-4年工作经验,2017-04-14,"
						岗位职责：
1、负责房地产项目开发前期策划的工作，如项目定位分析、投资收益分析、环境分析等；
2、负责房地产项目开发的中期后期营销策划的工作，如营销推广、渠道推广、媒体推广等；
3、撰写全程策划报告、定位报告、规划建议、执行报告。

任职资格：
1、营销、广告、建筑、土木类相关专业大学专科及以上学历；
2、3年以上房地产行业策划咨询工作经验，有成功策划案例者优先；
3、熟悉房地产策划，清楚策划的整体流程，尤其是有参与前期策划的实际执行经验；
4、知识面广、思维敏捷、善于表达、具有良好的职业道德和团队协作精神。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85657242,85657242,1530851
招商运营经理,0.8-1万/月,9000,成都冠城实业集团,民营公司,500-1000人,成都顺城街308号冠城广场38F,3574,1706,公共交通,1人 | 本科 | 5-7年工作经验,2017-04-14,"
						工作职责
1、 负责带领团队进行商户资源收集、筛选、整理并汇总资料存档；
2、负责卖场内外广告位的招商及布局调整；
3、负责各项租赁合同的签订、变更、续签、终止、执行；
4、 负责空铺位的招商工作。
5、 负责制定运营管理规章制度，负责商业运营管理工作，拟定项目运营管理规划和执行标准并推动执行，及时制定调整商业运营规划和策略，根据市场信息提出调整建议；
6、 负责商业现场管理工作，包括商户进场装修、退场管理、货物进场管理等；
7、 负责现场各项市场策划、宣传活动等，并保证实施效果；
8、及时掌握商场销售情况，进行系统分析，定期向有关部门及领导汇报经营管理情况；",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=76729898,76729898,1991720
高级网络运营专员,5-8千/月,6500,四川久润泰科技有限公司,民营公司,150-500人,成都市锦江区锦华路一段8号万达锦华城1栋9单元3004,5682,2348,公共交通,若干人 | 学历不限 | 3-4年工作经验,2017-04-14,"
						岗位职责：
1、熟练掌握网络推广技巧，根据公司产品特点制定推广策略，制定相关推广主题，提升公司产品销量及传播效果；
2、精通外部链接，掌握搜索引擎优化SEO、软文推广、交换链接、群发等相关技术性推广；
2、负责网络营销方案、软文撰写并结合公司特点不断创新推广方式；
3、负责公司微博、论坛、微信、网站活动等日常的推广工作；
4、了解和搜集网络上各同行及竞争产品的动态信息，帮助企业产品改进；
5、负责公司的商城的运营和推广工作；
6、完成领导安排的其它工作。
任职要求：
1、大专及以上学历，市场营销和计算机信息管理相关专业，一年以上网络推广工作经验或快消品推广营销工作经验；
2、具",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=86655226,86655226,4293691
电商运营经理/主管,0.8-1万/月,9000,四川超越者体育用品有限公司,民营公司,500-1000人,成都市红星路三段99号银石广场36楼,1786,930,公共交通,1人 | 大专 | 5-7年工作经验 | 普通话 熟练,2017-04-13,"
						一、岗位职责：

1、	协助电商经理负责公司电商事业部（天猫及淘宝店铺）的运营管理工作，合理制定营销任务，达成营销目标；
2、	结合公司销售策略及公司发展方向，独立策划店铺促销活动方案，提高店铺的曝光率、点击率、浏览量和转化率；
3、	负责定期针对活动推广效果进行跟踪、评估，并提交统计分析报表，及时提出营销改进措施，给出切实可行的改进方案；
4、	负责淘宝店铺的日常维护、产品更新、能独立操作店铺陈列，增强店铺吸引力；
5、 负责店铺转化率提升方案的出台与实施，协调部门工作，强化内部运作环节；
6、 负责电商事业部的团队建设，人员管理及培训工作；
7、执行上级领导安排的其他工作。",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=59771868,59771868,2034977
品牌策划经理,6-8千/月,7000,四川谷木投资管理有限公司,民营公司,10000人以上,青羊区人民中路一段3号(科技馆东门旁)谷木投资4F,3622,1424,公共交通,1人 | 本科 | 3-4年工作经验,2017-04-14,"
						一、职位描述：
  1、根据公司品牌推广规划，协助上级建立公司品牌推广管理体系。
    2、负责公司品牌规划的组织实施和落实工作；
    3、各责公司各类项目推广文宣资料、文案的撰写工作；
    4、负责公司各类会议的策划与执行工作；
    5、负责公司团队建设活动的组织与实施工作；
    6、负责公司官网的维护与更新以及公司品牌的网络推广工作；
    7、负责有关市场信息的调研与评估；
    8、协助上级做好对外沟通协调工作；
  9、在品牌策划总监的领导下，负责公司品牌策划部的日常工作；
  10、完成上级交办的其他工作。

    二、",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=88134553,88134553,3398121
招商策划主管,0.8-1.2万/月,10000,四川雄飞集团有限责任公司,民营公司,1000-5000人,自井区汇东路西段68号、青羊区提督街1号雄飞中心37楼,2024,984,公共交通,1人 | 大专 | 5-7年工作经验,2017-04-14,"
						岗位职责： 1.负责与参与项目前期市场调研与策划，完成项目提案工作；  2.完成招商所需的材料，包括制订项目发展规划与招商执行计划，负责公司项目的招商策划工作，制作招商策划书等；  3.能够独立带领团队完成商业地产项目定位以及相关招商内容规划、营销策略方案，拟定相应的招商工作计划表；  4.参与项目的商业规划、布局，确保拟定入住商家的准确落位；  5.根据招商需要制定相应的媒体计划。 岗位要求： 1、市场营销、企业管理、房地产等相关专业大专以上学历； 2、三年以上年以上商业地产项目营销策划经历； 3、有出色文案撰写能力与市场分析能力，对商业地产项目的产品规划设计、市场定位、项目",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85423940,85423940,3456746
策划专员（外派银川）,6-8千/月,7000,保利地产投资顾问有限公司成都分公司,国企,150-500人,成都市武侯区人民南路四段领事馆路7号保利中心北塔27F,5436,1979,公共交通,1人 | 本科 | 1年工作经验,2017-04-14,"
						保利地产投资顾问有限公司现因业务发展需要，现需招聘1名策划专员，保利地产银川首发项目，项目位于银川金凤区，回民八小旁，是保利西部战略重点布局之一。目前项目正处于前期团队组建中，期待你的加入！
【招聘职位描述】房地产策划专员
一、岗位职责：
1、 参与制定并执行项目前期定位、中期热销、后期收官阶段的全程营销方案，包括但不限于项目定位、定价、促销及推广方案等；
2、进行市场分析、地块分析、项目分析、竞品分析与监控等；
3、协调内外部合作关系、利用内外部资源，促成营销业绩达成；
4、参与销售现场管理工作，包括人员招聘、培训、销售考核、团队建设、客户维护、拓展等；
5、上",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=88075706,88075706,2144770
市场文案策划/客户经理,6-8千/月,7000,成都清渊健身有限公司,民营公司,150-500人,成都市高新区天府大道北段8号苏宁广场（火车南站交通枢纽旁）6F 清健身,9686,2469,公共交通,1人 | 学历不限 | 3-4年工作经验 | 英语 熟练 | 普通话 良好,2017-04-14,"
						本岗位为代招！
Who  is  x-ray  mind  communication?  
吴念真说:“我人生最大的愿望就是跟多数人沟通。”  
如果碰巧你喜欢戏剧,喜欢吴念真的绿光剧团,你一定能明白我们想说什么。  
我们是[四川绿光新语文化传播有限公司],我们专注成为跨国企业在西区专业、信任, 建立长期合作关系的公关营销伙伴。
作为一支致力于服务外企的营销推广团队,我们是阿迪达斯、星巴克、必胜客、李维斯、 清健身等品牌在西区／华中区长期合作伙伴。我们每天都在学习如何跟这些行业中的大牌沟通,  也在不断的沟通中收获与成长。  ? 
如果你喜欢沟通,觉",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=80462558,80462558,2616793
运营经理,6-8千/月,7000,成都全时叁陆伍超市管理有限公司,民营公司,150-500人,成华区府青路2段2号凯龙财富大厦12层,5266,1789,公共交通,1人 | 大专 | 1年工作经验,2017-04-13,"
						岗位职责：
 1、负责公司的所有店面的整体营运督导营运过程等，充分调动和发挥各经营部门的积极性，实现公司对经营运作的统一规范管理，达到公司营业绩效最大化；
2、根据公司对各区域直营分店的近期和远期目标，结合公司财务预算，组织编写营销企划方案并实施；
3、管理和维护公司重要客户关系，与公司各加盟业主或潜在的加盟客户建立起良好的关系；
4、保持公司标准化体系、执行统一制度，发布和完善公司各类标准作业手册并组织监督、指导区域内各分店各项标准。

任职要求
1、大专及以上学历，相关商超行业连锁工作经验，3年以上运营管理工作经验；
2、良好的沟通、协调和组织能力；
3、熟悉运营发展趋势，",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82891787,82891787,3770472
成都顶呱呱互联网事业部策划经理,0.8-1万/月,9000,成都顶联互动信息产业有限公司,民营公司,150-500人,成都市武侯区科华北路世外桃源2、3层,4862,1951,公共交通,2人 | 学历不限 | 5-7年工作经验,2017-04-14,"
						岗位职责描述：
1、独立或带领团队运营客户微信号，为客户吸粉、留存、促活、转化；
2、独立或带领团队策划品牌传播方案以及其他传播创意方案；
3、撰写并上线各类文案稿件，如新闻稿、论坛稿，百度百科等；
4、监控部门文案出品水平，提供文案指导；
技能及要求：
1、文案功底扎实，文笔流畅，具广告策划、创意经验
2、熟悉微信图文排版设计，熟悉微信活动策划
3、认真负责,善沟通,有强烈创新意识，具备用户需求分析能力
4、能承受高强度的工作，具有高度的团队意识
任职要求：
1、 大专及以上学历，热爱销售行业，想通过销售拓展自己的职业通道
 2 、有责任心，有较好的客户服务意识，能承受较大的",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=86449369,86449369,4130775
策划师/主管/经理,0.5-1万/月,7500,成都万科房地产有限公司,民营公司,150-500人,成都市静安路1号万科城市花园98栋1座,6292,2407,公共交通,若干人 | 本科 | 工作经验不限,2017-04-14,"
职位描述：1、负责项目的整体运作；2、负责项目销售过程的各项销售报告和策划方案；3、负责协助销售经理拟定的营销策略。岗位要求;1、两年以上房地产行业策划经验，熟悉策划工作流程；2、具有良好的沟通能力和管理能力；3、熟悉房地产营销策划报告，并参与过部分报告撰写。 ",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=73968891,73968891,2151571
电商运营,4-8千/月,6000,成都杂志铺信息技术有限公司,民营公司,150-500人,成都市高新区天府大道1366号天府软件园E8栋405号(美年广场旁，地铁天府五街站B出口）,12495,2447,公共交通,3人 | 大专 | 2年工作经验,2017-04-13,"
						工作职责：
1、运营淘宝达人账号（母婴、美食类目）的多个渠道；淘宝头条、必买清单、亲宝贝等；（每个渠道都有相应的编辑团队成员），提高账号的粉丝数、粉丝活跃度、指数分、内容质量分；
2、运营阿里V任务，发布、交付阿里V任务，并将V任务星级维持到4.7以上；制定每月任务计划，按周推行并达成目标；
3、拓展、维系及管理商家资源：拓展母婴、美食类的商家资源，并对其进行分类整理、日常维系，引导商家积极报名参与我们发起的各项活动；
4、获取淘宝达人官方信息；与官方小二保持密切沟通，在各种旺旺群、钉钉群、微信群、公众号、官方论坛等获取第一手信息，并传达给团队所有成员；

岗位要求：
1、对淘",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87767212,87767212,3490636
行政运营经理  无责底薪6000+分公司业绩绩效+五险一金,6-8千/月,7000,成都汇海易融商务信息咨询有限公司,民营公司,150-500人,成都市锦江区东大街明宇金融广场1102室,2255,1641,公共交通,若干人 | 本科 | 工作经验不限,2017-04-13,"
						行政运营经理
工作地点：成都
备注：请按工作地点进行简历投递，简历内须附证件照或近期生活照一张，我们收到你的简历后会尽快通知面试。
岗位职责:
1、业务管理，分公司KPI指标考核。
2、风险管理，对业务成员业务质量承担管理职能。
3、团队建设与管理，组建运营分部，有效管理业务团队。
4、人员培养，建立运营人才梯队，满足公司业务扩张的要求。
5、业务复核及检查，负责分部业务的审查复核工作。
任职要求：
1、本科以上学历。（内部晋升人员不受该学历限制）
2、年龄35岁周岁以下。
3、具备2年以上个贷客户经理工作经验或1年以上运营岗位工作经验（已经是银行或小贷",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85335205,85335205,4150518
运营经理（连锁店）,5-8千/月,6500,四川幸福一川科宇科技有限公司,民营公司,150-500人,成都市双庆路10号万象城华润大厦21层,3871,1659,公共交通,1人 | 大专 | 8-9年工作经验,2017-04-14,"
岗位职责： 1、全面负责连锁店的营运管理工作，配合公司贯彻各项策略实施； 2、全面负责门店营运管理标准规范的培训与落地，协助并指导区域内门店在人员、物料、设备、清洁、安全操作、突发事件等方面所涉及的工作； 3、检查与稽核门店营运标准规范的执行； 4、巡店检查，发现问题及时回馈店长，并制定改善计划，同时监督其执行情况； 5、对店长及各级管理人员进行思想沟通及工作辅导，持续反馈，提高店内管理人员的整体管理能力，从而提升门店的各项指标； 6、负责与其社会相关职能部门及公司各职能部门进行沟通、协调，保障店面的正常运营； 7、做好各门员工的培训工作，提升服务质量； 8、宣传公司企业文化，增强员工凝聚力",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=81426053,81426053,3971941
新媒体及财经网站运营,6-8千/月,7000,四川中诚财富股权投资基金管理有限公司,民营公司,150-500人,成都市锦江区芷泉街时代8号2305室,1126,136,的士,若干人 | 大专 | 工作经验不限,2017-04-14,"
						职位描述：
1、负责互联网自媒体平台（微信、微博）的日常运营及推广工作；.
2、负责能够独立运营微信公众号，提供优质、有高度传播性的内容；.
3、负责策划并执行微信营销线日常活动及跟踪维护，根据项目发送各种微信内容；.
4、提高关注度和粉丝的活跃度，并及时与粉丝互动；.
5、挖掘和分析网友使用习惯、情感及体验感受，及时掌握新闻热点，有效完成专题策划活动；.
6、紧跟微信发展趋势，广泛关注标杆性公众号，积极探索微信运营模式；.
7、充分了解用户需求，收集用户反馈，分析用户行为及需求。
任职要求：
1. 积极阳光，喜欢和用户沟通互动；
2、对新媒体有浓厚兴趣及一定程度的认知； 　
",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87391884,87391884,3944296
文案策划,5-8千/月,6500,四川传承生物医药科技有限公司,民营公司,150-500人,成都市青羊区东华正街33号华顺大厦6楼,2323,1222,公共交通,1人 | 大专 | 1年工作经验,2017-04-14,"
						岗位职责：
1.负责公司整体文案与活动策划，相关网络及市场营销渠道的 文案策划等工作
2.负责策划设计产品文案。产品包装及说明书的撰写，分析各类型产品。
3.根据销售状况确定产品促销方案。促销产品和促销资源的分配页面的改版，设计活动文案。
4.负责公司产品与 品牌的注释文案策划，品牌风格，定位，品牌故事，独特优势特色及差异性?
任职职格：
1.文字撰写能力强。
2.有养生保健品行业文案策划一年以上工作经验以上者优先						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=71975029,71975029,2534958
文案策划（社保双休）,5-8千/月,6500,成都川融汇金融服务外包有限公司,民营公司,150-500人,成都市·锦江区·东大街·芷泉段68号“时代8号”29楼/38楼（地铁2号线东门大桥站B出口）,1126,136,的士,1人 | 大专 | 工作经验不限,2017-04-14,"
						岗位职责：
1.完成电台、楼盘、公交、网站等渠道广告宣传和发展趋势的市场调研，并撰写分析报告。
2.负责公司广告宣传用语的撰写、修订、更新。
3.负责公司广告宣传图片的策划、制作，每周进行更新。
4.负责与广告公司的沟通、对接工作。
5.协助完成部门及公司交办的其他事项。

任职资格：
1.大专及以上学历，广告策划等相关专业优先。
2.1年以上同岗位工作经历，熟悉文案策划的工作流程。
3.熟练运用各类办公软件，如Word、PPT、PS。
4.具备创新意识并能应用于广告宣传中。
5.职业成熟度高，抗压能力强。

工作时间：
周一至周五09:00-17:30，享受国家法定假日。
公",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=88172113,88172113,3478115
营销策划专员,4-8千/月,6000,成都利群通讯有限责任公司,民营公司,1000-5000人,成都市太升南路49号中国电信11楼,2274,1184,公共交通,1人 | 大专 | 3-4年工作经验,2017-04-14,"
						岗位职责：
1、负责对接电信公司：掌控电信业务和政策、对接手机厂商：了解手机销售政策等；
2、负责对接各零售公司及营业厅：支撑管理厅店运营和营销；
3、负责制定公司产品的销售政策、活动方案、提成方案等。
任职要求：
1、年龄：24—30岁；
2、学历：大专以上学历，广告设计类、营销类相关专业优先；
3、经验要求：1年以上营销策划相关经验，对会员营销、微信营销有一定了解，有通讯行业相关工作经验优先；
4、能力要求：具备较强沟通、协调、分析和判断能力以及对活动的组织、掌控能力。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87931441,87931441,2534321
华龙证券互联网金融部APP运营岗（驻成都）,4-8千/月,6000,华龙证券股份有限公司成都人民南路证券营业部,国企,1000-5000人,四川省成都市武侯区人民南路四段45号1栋1单元4楼1、8号,8020,1937,公共交通,2人 | 本科 | 3-4年工作经验,2017-04-14,"
						职位描述：
华龙证券互联网金融部运营岗，工作地点成都，负责公司APP的日常运营工作。

岗位职责：
1、负责公司App运营，能有效提高App的MAU和ARPU指标；
2、能运用不同的运营策略完成用户拉新，熟悉各类营销渠道效果；
3、熟悉用户生命周期管理，可对不同用户差异化服务，刺激用户活跃并降低流失率；
4、从运营角度，为产品设计和产品流程提出合理化建议并跟踪效果；
5、充分了解App用户需求，收集用户反馈，分析用户行为及需求，针对运营数据监控、跟踪和反馈。
6. 建立线上运营的内部管理制度、规范和业务流程。

任职资格：
1、本科及以上学历，有良好的产品营销策划能力或数据分析",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84351006,84351006,3990640
策划经理,6-8千/月,7000,成都上策房地产营销策划有限公司,民营公司,150-500人,成都市金牛区兴平路100号住业大厦10层,13744,2469,公共交通,2人 | 大专 | 工作经验不限,2017-04-14,"
						岗位职责：
1、 负责项目的营销策划工作，制定并编写项目前、中、后期各节点策划报告及方案，包括市场定位、市场调查、市场推广、设计建议及物业发展建议等；
2、 负责项目品牌宣传及活动策划工作，完成项目的销售包装，组织并参与各类营销活动，做好各项活动的总结；
3、 跟踪市场动态及项目销售情况，对各个时期的销售状况进行分析，及时提出营销策略的调整建议；
4、 参与销售案场的管理，对销售人员提供相应的培训，制定并执行销售人员激励方案；
5、 跟进项目代理佣金的回笼；
6、 做好与发展商以及相关合作单位的日常沟通工作，深入了解甲方意图，并传达公司理念，积极参与营销策划的探讨。",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=81810097,81810097,3147892
房地产前期策划,5-8千/月,6500,保利地产投资顾问有限公司成都分公司,国企,150-500人,成都市武侯区人民南路四段领事馆路7号保利中心北塔27F,5436,1979,公共交通,1人 | 本科 | 3-4年工作经验,2017-04-14,"
						一、岗位职责：
1. 参与制定并执行项目前期定位的营销方案，包括但不限于项目定位、定价、促销及推广方案等；
2. 进行市场分析、地块分析、项目分析、竞品分析与监控等；
3. 协调内外部合作关系、利用内外部资源，促成营销业绩达成；
4. 参与销售现场管理工作，包括人员招聘、培训、销售考核、团队建设等；
5. 上级安排的会议组织和报告撰写等工作。

二、岗位要求：
1. 本科以上学历；
2.3年以上房地产前期营销策划工作经验或广告、传媒、活动执行等相关行业从业经验；
3. 掌握市场分析、项目分析、广告推广、媒体沟通和文案撰写技能；了解房地产相关法律法规、房地产项目规划知识和土建基本",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=43069234,43069234,2144770
京东运营经理/京东运营主管/京东店长,0.6-1万/月,8000,四川超越者体育用品有限公司,民营公司,500-1000人,成都市红星路三段99号银石广场36楼,1786,930,公共交通,1人 | 大专 | 3-4年工作经验 | 普通话 良好,2017-04-13,"
						一、岗位职责：
1、	协助制定电商京东平台年度销售计划、活动与推广规划、货品需求计划、生意规划、费用预算等；
2、	跟进各渠道商品上架、陈列视觉、促销活动策划执行等店铺实际运营工作，确保年度、月度销售计划达成；
3、负责平台活动报名、活动商品及定价的审核，确保整体店铺毛利达成；
4、整合信息提出页面升级需求及店铺陈列调整；
5、充分协调客服、仓储等资源匹配店铺销售达成，完成月度、季度店铺运营分析报告并内部分享；
6、负责团队人员管理，团队文化建设与激励政策
二、任职资格：
1、	大专及以上学历，电子商务、市场营销及信息管理等相关专业；
2、	具备5年及以上品牌营销管理经验，至少",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=79477659,79477659,2034977
策划师,0.8-1万/月,9000,花样年实业发展（成都）有限公司,上市公司,150-500人,成都市人民中路三段二号四川安装大厦12楼,5204,1643,公共交通,1人 | 大专 | 工作经验不限,2017-04-14,"
						职位描述：
1、负责提供专业撰写评估项目计划书， 可行性报告等工作；
2、负责进行项目营销策略及销售策略的制定与监督、组织实施工作；
3、负责组织市场调研，整合客户需求，确定主推方向和宣传主题；
4、负责与广告设计人员商讨并落实销售及推广策略、活动流程；
5、负责制定月份、季度、年度宣传推广方案和计划；
6、负责协助进行广告投放、运行、公关策划等工作；
7、负责项目策划工作的框架、流程、制度建设；
8、负责调整项目过程中企划、推广策略等工作；
9、负责协调策划营销环节的各方资源。

岗位要求：
1、专科及以上学历，房地产、营销等相关专业；
2、有3年以上同行实际操作经验；
3、",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=80855387,80855387,2381373
项目运营经理,0.8-1.2万/月,10000,成都清渊健身有限公司,民营公司,150-500人,成都市高新区天府大道北段8号苏宁广场（火车南站交通枢纽旁）6F 清健身,9686,2469,公共交通,1人 | 大专 | 工作经验不限,2017-04-14,"
						岗位职责：
1、根据公司发展需要，负责区域运营团队的组建和管理；
2、根据线下运营指标，及时优化和完善运营策略和战术；
3、对团队绩效负责，包括团队的激励、考核等；
4、协助运营总监开拓新的运营区域；
5、参与运营部门的重要决策。

任职资格：
1、具备3年以上线下运营与管理经验，有与物管、商场、孵化器等第三方平台合作经验，可独立带领团队；
2、本科（如思路及技能优越，条件可适当放宽）；计算机、电子商务、市场营销相关专业；
3、有很强的沟通、组织和协调能力；
4、熟悉数据分析，能敏锐发现用户和产品的问题，并提出解决问题的办法；
5、有较强的抗压和创新的能力；
6、大型互联网公司",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87582412,87582412,2616793
贸易部运营总监,0.8-1万/月,9000,四川云在天上科技有限公司,民营公司,150-500人,成都市武侯区人民南路四段48号首座C座22层,8384,2228,公共交通,1人 | 大专 | 10年以上工作经验,2017-04-14,"
						特别说明：本岗位为集团总部职位（四川科威龙奥集团）

岗位主要职责：
1、全面负责集团贸易部的运营和管理工作；
2、能独立编制贸易部运营战略、计划和实施方案，并负责有效执行和推动；
3、能够带领贸易部团队完成集团下达的各种任务和指标；
4、做好 贸易部的业务及团队的管理制度及机制建设，并贯彻实施；
5、做好市场调研和市场分析工作，及时处理运营推动过程的出现的问题；
6、做好团队管理和培训等相关工作；
7、做好相关客户的维护及管理工作；
8、做好总裁安排的其他工作；

任职条件：
1、10年以上销售工作经验，尤其以贸易销售经验为佳；
2、极强的事业感和归属感，有成就事业的强烈愿望",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85205255,85205255,3643609
